room_id,date,slot_group_id,khung_code,availability_status
PMH-STD-02,2026-08-25,N2,K3,AVAILABLE
PMH-STD-02,2026-08-25,N2,QD,AVAILABLE
PMH-STD-02,2026-08-26,N2,K1,AVAILABLE
PMH-STD-02,2026-08-26,N2,K2,AVAILABLE
PMH-STD-02,2026-08-26,N2,K3,AVAILABLE
PMH-STD-02,2026-08-26,N2,QD,AVAILABLE
PMH-STD-02,2026-08-27,N2,K1,AVAILABLE
PMH-STD-02,2026-08-27,N2,K2,AVAILABLE
PMH-STD-02,2026-08-27,N2,K3,AVAILABLE
PMH-STD-02,2026-08-27,N2,QD,AVAILABLE
PMH-STD-02,2026-08-28,N2,K1,AVAILABLE
PMH-STD-02,2026-08-28,N2,K2,AVAILABLE
PMH-STD-02,2026-08-28,N2,K3,AVAILABLE
PMH-STD-02,2026-08-28,N2,QD,AVAILABLE
PMH-STD-02,2026-08-29,N2,K1,AVAILABLE
PMH-STD-02,2026-08-29,N2,K2,AVAILABLE
PMH-STD-02,2026-08-29,N2,K3,AVAILABLE
PMH-STD-02,2026-08-29,N2,QD,AVAILABLE
PMH-STD-02,2026-08-30,N2,K1,AVAILABLE
PMH-STD-02,2026-08-30,N2,K2,AVAILABLE
PMH-STD-02,2026-08-30,N2,K3,AVAILABLE
PMH-STD-02,2026-08-30,N2,QD,AVAILABLE
PMH-STD-02,2026-08-31,N2,K1,AVAILABLE
PMH-STD-02,2026-08-31,N2,K2,AVAILABLE
PMH-STD-02,2026-08-31,N2,K3,HELD
PMH-STD-02,2026-08-31,N2,QD,AVAILABLE
PMH-STD-03,2026-08-25,N3,K1,AVAILABLE
PMH-STD-03,2026-08-25,N3,K2,AVAILABLE
PMH-STD-03,2026-08-25,N3,K3,AVAILABLE
PMH-STD-03,2026-08-25,N3,QD,AVAILABLE
PMH-STD-03,2026-08-26,N3,K1,AVAILABLE
PMH-STD-03,2026-08-26,N3,K2,AVAILABLE
PMH-STD-03,2026-08-26,N3,K3,AVAILABLE
PMH-STD-03,2026-08-26,N3,QD,AVAILABLE
PMH-STD-03,2026-08-27,N3,K1,AVAILABLE
PMH-STD-03,2026-08-27,N3,K2,AVAILABLE
PMH-STD-03,2026-08-27,N3,K3,BOOKED
PMH-STD-03,2026-08-27,N3,QD,AVAILABLE
PMH-STD-03,2026-08-28,N3,K1,AVAILABLE
PMH-STD-03,2026-08-28,N3,K2,AVAILABLE
PMH-STD-03,2026-08-28,N3,K3,AVAILABLE
PMH-STD-03,2026-08-28,N3,QD,AVAILABLE
PMH-STD-03,2026-08-29,N3,K1,AVAILABLE
PMH-STD-03,2026-08-29,N3,K2,AVAILABLE
PMH-STD-03,2026-08-29,N3,K3,AVAILABLE
PMH-STD-03,2026-08-29,N3,QD,AVAILABLE
PMH-STD-03,2026-08-30,N3,K1,HELD
PMH-STD-03,2026-08-30,N3,K2,AVAILABLE
PMH-STD-03,2026-08-30,N3,K3,AVAILABLE
PMH-STD-03,2026-08-30,N3,QD,AVAILABLE
PMH-STD-03,2026-08-31,N3,K1,AVAILABLE
PMH-STD-03,2026-08-31,N3,K2,AVAILABLE
PMH-STD-03,2026-08-31,N3,K3,AVAILABLE
PMH-STD-03,2026-08-31,N3,QD,AVAILABLE
PMH-DL-01,2026-08-25,N4,K1,AVAILABLE
PMH-DL-01,2026-08-25,N4,K2,AVAILABLE
PMH-DL-01,2026-08-25,N4,K3,AVAILABLE
PMH-DL-01,2026-08-25,N4,QD,AVAILABLE
PMH-DL-01,2026-08-26,N4,K1,AVAILABLE
PMH-DL-01,2026-08-26,N4,K2,AVAILABLE
PMH-DL-01,2026-08-26,N4,K3,AVAILABLE
PMH-DL-01,2026-08-26,N4,QD,AVAILABLE
PMH-DL-01,2026-08-27,N4,K1,AVAILABLE
PMH-DL-01,2026-08-27,N4,K2,AVAILABLE
PMH-DL-01,2026-08-27,N4,K3,AVAILABLE
PMH-DL-01,2026-08-27,N4,QD,AVAILABLE
PMH-DL-01,2026-08-28,N4,K1,AVAILABLE
PMH-DL-01,2026-08-28,N4,K2,AVAILABLE
PMH-DL-01,2026-08-28,N4,K3,AVAILABLE
PMH-DL-01,2026-08-28,N4,QD,AVAILABLE
PMH-DL-01,2026-08-29,N4,K1,AVAILABLE
PMH-DL-01,2026-08-29,N4,K2,AVAILABLE
PMH-DL-01,2026-08-29,N4,K3,AVAILABLE
PMH-DL-01,2026-08-29,N4,QD,AVAILABLE
PMH-DL-01,2026-08-30,N4,K1,AVAILABLE
PMH-DL-01,2026-08-30,N4,K2,AVAILABLE
PMH-DL-01,2026-08-30,N4,K3,AVAILABLE
PMH-DL-01,2026-08-30,N4,QD,AVAILABLE
PMH-DL-01,2026-08-31,N4,K1,AVAILABLE
PMH-DL-01,2026-08-31,N4,K2,AVAILABLE
PMH-DL-01,2026-08-31,N4,K3,AVAILABLE
PMH-DL-01,2026-08-31,N4,QD,AVAILABLE
PMH-DL-02,2026-08-25,N1,K1,BOOKED
PMH-DL-02,2026-08-25,N1,K2,AVAILABLE
PMH-DL-02,2026-08-25,N1,K3,AVAILABLE
PMH-DL-02,2026-08-25,N1,QD,AVAILABLE
PMH-DL-02,2026-08-26,N1,K1,AVAILABLE
PMH-DL-02,2026-08-26,N1,K2,AVAILABLE
PMH-DL-02,2026-08-26,N1,K3,AVAILABLE
PMH-DL-02,2026-08-26,N1,QD,AVAILABLE
PMH-DL-02,2026-08-27,N1,K1,AVAILABLE
PMH-DL-02,2026-08-27,N1,K2,BOOKED
PMH-DL-02,2026-08-27,N1,K3,AVAILABLE
PMH-DL-02,2026-08-27,N1,QD,AVAILABLE
PMH-DL-02,2026-08-28,N1,K1,AVAILABLE
PMH-DL-02,2026-08-28,N1,K2,AVAILABLE
PMH-DL-02,2026-08-28,N1,K3,AVAILABLE
PMH-DL-02,2026-08-28,N1,QD,AVAILABLE
PMH-DL-02,2026-08-29,N1,K1,AVAILABLE
PMH-DL-02,2026-08-29,N1,K2,AVAILABLE
PMH-DL-02,2026-08-29,N1,K3,AVAILABLE
PMH-DL-02,2026-08-29,N1,QD,AVAILABLE
PMH-DL-02,2026-08-30,N1,K1,AVAILABLE
PMH-DL-02,2026-08-30,N1,K2,AVAILABLE
PMH-DL-02,2026-08-30,N1,K3,AVAILABLE
PMH-DL-02,2026-08-30,N1,QD,AVAILABLE
PMH-DL-02,2026-08-31,N1,K1,AVAILABLE
PMH-DL-02,2026-08-31,N1,K2,AVAILABLE
PMH-DL-02,2026-08-31,N1,K3,BOOKED
PMH-DL-02,2026-08-31,N1,QD,AVAILABLE
PMH-DL-03,2026-08-25,N2,K1,AVAILABLE
PMH-DL-03,2026-08-25,N2,K2,AVAILABLE
PMH-DL-03,2026-08-25,N2,K3,AVAILABLE
PMH-DL-03,2026-08-25,N2,QD,AVAILABLE
PMH-DL-03,2026-08-26,N2,K1,AVAILABLE
PMH-DL-03,2026-08-26,N2,K2,AVAILABLE
PMH-DL-03,2026-08-26,N2,K3,AVAILABLE
PMH-DL-03,2026-08-26,N2,QD,AVAILABLE
PMH-DL-03,2026-08-27,N2,K1,AVAILABLE
PMH-DL-03,2026-08-27,N2,K2,AVAILABLE
PMH-DL-03,2026-08-27,N2,K3,AVAILABLE
PMH-DL-03,2026-08-27,N2,QD,AVAILABLE
PMH-DL-03,2026-08-28,N2,K1,BOOKED
PMH-DL-03,2026-08-28,N2,K2,AVAILABLE
PMH-DL-03,2026-08-28,N2,K3,AVAILABLE
PMH-DL-03,2026-08-28,N2,QD,AVAILABLE
PMH-DL-03,2026-08-29,N2,K1,AVAILABLE
PMH-DL-03,2026-08-29,N2,K2,AVAILABLE
PMH-DL-03,2026-08-29,N2,K3,AVAILABLE
PMH-DL-03,2026-08-29,N2,QD,AVAILABLE
PMH-DL-03,2026-08-30,N2,K1,AVAILABLE
PMH-DL-03,2026-08-30,N2,K2,AVAILABLE
PMH-DL-03,2026-08-30,N2,K3,AVAILABLE
PMH-DL-03,2026-08-30,N2,QD,AVAILABLE
PMH-DL-03,2026-08-31,N2,K1,AVAILABLE
PMH-DL-03,2026-08-31,N2,K2,AVAILABLE
PMH-DL-03,2026-08-31,N2,K3,AVAILABLE
PMH-DL-03,2026-08-31,N2,QD,HELD
PMH-DL-04,2026-08-25,N3,K1,AVAILABLE
PMH-DL-04,2026-08-25,N3,K2,AVAILABLE
PMH-DL-04,2026-08-25,N3,K3,AVAILABLE
PMH-DL-04,2026-08-25,N3,QD,AVAILABLE
PMH-DL-04,2026-08-26,N3,K1,AVAILABLE
PMH-DL-04,2026-08-26,N3,K2,AVAILABLE
PMH-DL-04,2026-08-26,N3,K3,AVAILABLE
PMH-DL-04,2026-08-26,N3,QD,AVAILABLE
PMH-DL-04,2026-08-27,N3,K1,AVAILABLE
PMH-DL-04,2026-08-27,N3,K2,AVAILABLE
PMH-DL-04,2026-08-27,N3,K3,AVAILABLE
PMH-DL-04,2026-08-27,N3,QD,AVAILABLE
PMH-DL-04,2026-08-28,N3,K1,BOOKED
PMH-DL-04,2026-08-28,N3,K2,AVAILABLE
PMH-DL-04,2026-08-28,N3,K3,AVAILABLE
PMH-DL-04,2026-08-28,N3,QD,AVAILABLE
PMH-DL-04,2026-08-29,N3,K1,AVAILABLE
PMH-DL-04,2026-08-29,N3,K2,AVAILABLE
PMH-DL-04,2026-08-29,N3,K3,AVAILABLE
PMH-DL-04,2026-08-29,N3,QD,AVAILABLE
PMH-DL-04,2026-08-30,N3,K1,BOOKED
PMH-DL-04,2026-08-30,N3,K2,AVAILABLE
PMH-DL-04,2026-08-30,N3,K3,AVAILABLE
PMH-DL-04,2026-08-30,N3,QD,AVAILABLE
PMH-DL-04,2026-08-31,N3,K1,AVAILABLE
PMH-DL-04,2026-08-31,N3,K2,AVAILABLE
PMH-DL-04,2026-08-31,N3,K3,AVAILABLE
PMH-DL-04,2026-08-31,N3,QD,AVAILABLE
PMH-FAM-01,2026-08-25,N4,K1,MAINTENANCE
PMH-FAM-01,2026-08-25,N4,K2,MAINTENANCE
PMH-FAM-01,2026-08-25,N4,K3,MAINTENANCE
PMH-FAM-01,2026-08-25,N4,QD,MAINTENANCE
PMH-FAM-01,2026-08-26,N4,K1,MAINTENANCE
PMH-FAM-01,2026-08-26,N4,K2,MAINTENANCE
PMH-FAM-01,2026-08-26,N4,K3,MAINTENANCE
PMH-FAM-01,2026-08-26,N4,QD,MAINTENANCE
PMH-FAM-01,2026-08-27,N4,K1,MAINTENANCE
PMH-FAM-01,2026-08-27,N4,K2,MAINTENANCE
PMH-FAM-01,2026-08-27,N4,K3,MAINTENANCE
PMH-FAM-01,2026-08-27,N4,QD,MAINTENANCE
PMH-FAM-01,2026-08-28,N4,K1,MAINTENANCE
PMH-FAM-01,2026-08-28,N4,K2,MAINTENANCE
PMH-FAM-01,2026-08-28,N4,K3,MAINTENANCE
PMH-FAM-01,2026-08-28,N4,QD,MAINTENANCE
PMH-FAM-01,2026-08-29,N4,K1,MAINTENANCE
PMH-FAM-01,2026-08-29,N4,K2,MAINTENANCE
PMH-FAM-01,2026-08-29,N4,K3,MAINTENANCE
PMH-FAM-01,2026-08-29,N4,QD,MAINTENANCE
PMH-FAM-01,2026-08-30,N4,K1,MAINTENANCE
PMH-FAM-01,2026-08-30,N4,K2,MAINTENANCE
PMH-FAM-01,2026-08-30,N4,K3,MAINTENANCE
PMH-FAM-01,2026-08-30,N4,QD,MAINTENANCE
PMH-FAM-01,2026-08-31,N4,K1,MAINTENANCE
PMH-FAM-01,2026-08-31,N4,K2,MAINTENANCE
PMH-FAM-01,2026-08-31,N4,K3,MAINTENANCE
PMH-FAM-01,2026-08-31,N4,QD,MAINTENANCE
